ean,casto
3663602672050,630980
3663602672067,630981
3663602672074,630982
3663602672081,630983
3663602672098,630984
3663602672180,630993
5905620016514,628990
5904741011156,607166
5904906800656,635600
5906083741005,618294
5906083741135,622865
5906083741159,622866
5906083741173,622867
5906083741210,622868
5906083741234,622869
5906083741272,622871
5906083741463,622809
5906083029202,622810
5901549968552,607759
4025888244137,622799
5900950300593,622881
5901225332691,629637
5905620016743,628271
5905620016736,628272
5905620016811,629622
5905620016828,629623
5905620016835,629624
5905620016842,629625
5905620016859,629626
5905620016866,629627
5905620016873,629628
5905620016880,629629
5905620016897,629630
5905620017368,629631
5905620017375,629632
5905620017382,629633
5905620017399,629634
5905620017405,629635
5905620026582,631428
5905620026599,631429
5905620026605,631430
5905620026612,631431
5905620026629,631432
5905620026636,631433
5904906800298,636089
5906083045035,631532
5906083045042,631533
5906083045059,631534
5906083045066,631535
5906083045219,631419
5906083045226,631420
5906083045233,631421
5906083045240,631422
5906083045257,631423
5906083045264,631424
5906083746260,622803
5906083746277,622802
5906083746284,622804
5906083746314,622805
5906083746321,622806
5906083746338,622807
5906083746468,622800
5906083746475,622801
5905620014268,612443
5906083358241,635949
5906083358265,635950
5906083262104,635956
5906372854157,635088
5906372857295,635958
5906083358234,635955
5906083358319,635954
5906083358302,635952
3663602896692,628410
3663602896708,628411
3663602896715,628412
5059340146171,634982
5059340146188,634981
3663602896616,628405
3663602896623,628406
3663602896630,628407
6411501350138,603175
6411501350510,603179
6411501352019,603174
5905568540355,603178
5905568540300,603172
5905568540317,603173
5905568540324,603176
5905568540331,603177
5905568355225,622788
6411501355515,629549
5905568540362,603171
5905568540379,603169
5905568540423,603165
5905568540416,603166
5905568540430,603170
5905568365156,629554
5905568365170,629553
5905568540393,603180
6411501365248,603168
5905568540454,603182
5905568365279,603184
5905568365286,603185
5905568369505,629548
5905568375124,629558
5905568375223,629559
5905568375520,629557
5905568375629,629555
5905568375728,629556
5905568540409,603167
6411501355522,629550
5905568355423,622786
5905568355348,629552
5905568355331,622787
5905568355324,629551
6411501300003,603188
5905568540461,603187
5905568360229,629560
5905568360328,603186
5905568360427,622789
5904842066109,635856
3663602738299,628759
3663602548669,634254
3663602548713,630790
3663602548652,630788
3663602938194,627080
3663602548805,630791
3663602938200,627081
3663602938309,627091
3663602938330,627094
3663602938293,627090
3663602938224,627083
3663602548829,630793
3663602938255,627086
3663602938262,627087
5059340150895,634662
3663602938347,627095
3663602938279,627088
3663602938316,627092
3663602938217,627082
3663602938231,627084
3663602938248,627085
3663602548812,630792
3663602938187,627079
5059340150888,634661
3663602938323,627093
5059340150802,634673
5059340150819,634674
5059340150901,634675
5059340150826,634676
5059340150833,634677
5059340150840,634678
5059340150857,634679
5059340150864,634680
5059340150871,634681
3663602938286,627089
5059340087078,633922
5059340087153,633929
5059340087160,633931
5059340087146,633932
5059340087184,633933
5059340087139,633934
5059340087009,633935
5059340087016,633936
5059340111919,633848
5059340087092,633889
5059340087115,633890
6411501371201,603147
6411501110404,627333
6411502870628,627346
6411501329950,627339
6411501200082,627340
5905568004734,635125
5906083988752,635506
5904842066161,635176
5904842005054,603349
5904842005078,603351
5902488041009,634884
3663602938668,627148
3663602938699,627151
3663602938651,627147
3663602938705,627152
5059340087023,633866
5059340087030,633867
5059340086903,633868
5059340086934,633956
5059340086897,633966
3663602548799,630812
5903755122780,631113
5907588560184,623963
3157331355914,628414
6411501366115,624873
6411501300072,623095
6411501355560,634255
6411501330048,627342
6411501310361,628413
6411501311252,633473
5905197148045,635222
5906083357886,604111
5906083994005,635919
5904842009168,611187
5902188061741,634879
5902488041054,634883
5902488041283,634887
5902188062205,634876
5902188062229,634877
3663602896661,628399
3663602896678,628400
3663602896685,628401
3663602896647,628408
3663602896654,628409
5059340087412,633885
5059340087429,633886
5059340087443,633887
5059340087436,633957
5099545805169,628397
5099545806036,627058
3663602938903,627118
3663602548744,630810
3663602770268,628934
5059340086545,633943
5059340111964,633850
5059340086569,633944
5059340086552,633945
5059340086576,633869
5903755123954,631112
6411501334237,629561
6411501350985,630784
5907771100050,602118
5904842009342,602918
5902488041276,634886
3663602548775,630811
3663602770213,628929
3663602770237,628931
5059340086668,633864
5059340086682,633865
5059340086705,633955
5059340086675,633959
5059340086699,633960
5059340086651,633963
5902062038258,634965
5902062038265,634963
5902062038272,634964
5903755123718,631109
5903755123725,631110
5905620014701,623187
5905568020017,635308
5905568020024,635309
6411501314130,606541
6411501314031,606542
6411501314963,623094
6411501314970,629602
5905568024169,636084
2000006361349,636134
5906083358036,600604
5907799682699,635895
5902488041269,634885
3663602960973,627056
3663602770275,628935
5059340086590,633860
5059340086620,633862
5059340086637,633863
5059340086736,633881
5059340112022,633852
5059340086606,633961
5059340086583,633962
5059340086644,633964
5903755123732,631111
6411501310101,635310
6411501324030,607438
5906083358401,635929
5906083358609,635922
5906372043988,635893
5907799683313,635894
3663602938767,627158
5059340087320,633941
3663602938712,627153
3663602938729,627154
3663602938736,627155
3663602938958,627163
5059340087306,633946
5059340087290,633947
5059340087313,633958
6411501329967,627343
6411501329974,627344
5904842009205,611188
5904842009212,616129
5904842009236,616130
5902188061765,634880
5902188061772,634881
5902188061789,634882
5902488041290,634888
5902488041306,634889
5059340086743,633882
5059340086811,633883
5059340086828,633884
3663602957843,627544
3663602957942,627554
3663602957874,627547
3663602957850,627545
3663602957881,627548
5059340086804,633841
3663602957928,627552
5059340086750,633840
5059340086712,633968
5059340086729,633969
5059340086767,633970
5059340086774,633971
5059340086781,633972
5059340086798,633973
5059340086835,633974
5059340087450,633975
5904720092046,635051
8000957000148,635662
8000957000438,635663
5905620009332,636059
5906083358692,635034
5906083358708,635902
5906083358746,635903
5906083358777,635037
3663602938941,627162
5903755401243,622755
5903755401267,622756
6411501399502,624871
6411501399014,628882
5902488041252,634878
3663602770398,628940
3663602957959,627555
5059340087399,633942
3663602770336,628937
3663602770367,628938
5059340087405,633950
5059340087375,633951
5059340087382,633952
5059340087368,633953
5059340112237,633954
3663602957911,627551
3663602957904,627550
5905620030930,634863
7317275550011,634862
5905568360120,602492
5905197276205,635379
5905197276212,635380
5906083993152,604759
5906083994029,635931
5906083994074,635873
5906083994081,604113
5906083994128,604116
5906083994135,604117
5906083994166,604110
5907695671308,623891
3663602896579,628402
3663602896586,628403
3663602896593,628404
3700433200677,629286
5903755355768,623975
5903755355782,623976
5905620029781,634864
5905620030794,634865
8007606797473,624210
8007606798470,624211
8007606799279,624212
5905620010987,611245
5905620007307,636029
5905620012844,690101
6411501350411,622785
3086960113452,628928
3086960091996,628927
5021711038491,629006
5902249501155,627711
5902249502589,628287
5902249502831,628283
5902249502848,628284
5902249502855,628285
5902249502862,628288
5902249502879,628289
5902249502886,628290
5905620014589,623926
5905620024458,630845
5905620024465,630846
5905620027015,631942
5905620029491,633540
5905620029507,633541
5905620029514,633542
5905620029521,633543
5900672678291,626754
5900672678307,628286
5905879100156,623112
5905879100521,617432
5905879100118,636063
5905879100132,636064
5906881206423,633533
5906881206430,633534
5906881206461,633537
5905620015012,626700
5905620015029,626701
5905620015036,626702
5905620016194,628387
5905620016200,628388
5905620015265,627245
5905620015272,627246
3663602896609,628398
5908283370016,624431
5905197960487,633248
5905197960463,633249
5905197695525,633250
5905197268125,633247
3663602937586,627109
5052931040162,620343
5059340086255,633899
5059340086200,633894
5059340086224,633896
5059340086231,633897
5059340088426,633898
5059340086217,633895
5059340150789,634668
5059340150666,634682
5059340086170,633842
5059340086187,633870
5059340086194,633871
5059340086248,633859
5059340086262,633872
3663602937722,627137
3663602937593,627108
3663602937579,620846
3663602937609,620848
3663602937616,627110
3663602937623,627111
6411501112606,619221
6411501965417,635761
6411501116109,628295
6411501125002,628296
6411501148001,628297
5012859586777,628298
6411501965103,627332
6411501110329,697142
',629618
6411501964403,636040
6411501965219,635667
4059952545271,633555
5059340086125,633892
5059340088402,633893
5059340086118,633891
5059340150772,634663
5059340150680,634664
5059340150697,634665
5059340086095,633923
5059340086088,633844
5059340086101,633927
3663602937647,627104
3663602937661,620850
3663602937654,620849
6411501147905,627334
6411501147301,602491
6411501147356,629615
6411501140067,631121
5904842013158,635859
3663602548690,630786
3663602937791,633459
5059340086385,633904
5059340088464,633905
5059340086361,633902
5059340088457,633903
3663602548683,630789
5059340150796,634669
5059340150703,634670
5059340150710,634671
5059340150673,634672
5059340086392,633939
3663602548720,630787
5059340086354,633924
5059340086378,633925
5059340066899,633484
5059340111926,633940
3663602548676,630785
3663602937715,620857
3663602937746,627105
3663602937708,627106
3663602937739,627107
6411501125804,627337
6411501125903,627336
6411501155627,623115
6411501124906,624752
',629616
6411501110039,627330
6411501329943,627338
6411501965202,627331
6411501150486,633475
6411501150493,633474
3663602937753,627096
5059340086408,633906
5906083993107,604758
5904842066024,635855
5059340150765,634666
5059340150758,634667
5059340086149,633926
3663602937678,627112
3663602937630,627113
6411501966803,636102
6411501966902,627335
5904842003524,621447
5908283310159,637115
5905620006065,607889
5905620006126,607890
5905620007376,635804
5902042023120,634791
5902042023137,634792
5902042023144,634793
5902042023151,634794
5902042023168,634795
5902042023175,634796
5902042023182,634797
5906213020000,634798
5052931035366,620267
3663602576174,631085
3663602576181,631086
3663602576198,631087
3663602576204,631088
3663602576211,631089
3663602576228,631090
3663602576235,631091
3663602576242,631092
3663602576259,631395
3663602576266,631396
3663602576273,631397
3663602576280,631409
3663602576297,631398
3663602313465,632815
2000006214645,621464
5905620013582,607424
5905620013599,607426
5905620013605,607427
3663602236252,690093
3663602236269,690094
3663602236276,690095
3663602236283,690096
3481880011107,686762
3481880011114,686763
3481880011220,686764
3481880011121,686765
3481880011138,686766
5906083850806,636049
5906083851001,636051
5906083851148,622827
5906083851155,622828
5906083851162,622829
5906083851223,622598
5906083851230,622599
5900950300500,621439
5900950300463,620830
3663602236306,695693
3663602224907,602417
3663602224914,602418
3663602236290,690097
5059340517018,636201
5059340517056,636203
5059340517032,636202
5059340517070,636204
3663602497103,631789
5902490741720,635095
3663602627227,629479
3663602627210,629478
3663602627203,629471
5036581058623,632902
3663602627722,629474
3663602627746,629443
3663602627814,629444
6924328394006,634975
6943475867874,634697
6947372529378,634698
6943475860004,634972
3663602627739,629465
3663602461999,631775
5902067851647,636874
5902490749894,632959
5902067851654,622764
5902067851623,622760
5900607536917,636873
3165140843218,629544
3165140815161,629543
4059952553719,635813
3663602627265,629457
3663602627272,629458
3662111002013,629581
3662111002037,629583
3662111002044,629584
3662111002051,629585
3662111002020,629582
3663602627302,629442
3663602627296,629441
3663602627289,629445
5902067851678,632967
9120039237718,614934
3663602627333,629439
3663602627340,629440
3663602632337,629466
5900950300418,622459
3663602632344,629467
3663602627630,629464
5906083795008,620826
5904941603205,625016
5904941602871,622530
32488303472,646029
32488690367,646027
5904941603212,625018
5400182649465,646037
5400182698548,626495
5400182928157,622049
5400182649533,646032
5400182525479,645352
5010874505209,603414
5907510487534,628365
5900607535385,636022
5902490753433,635999
5902490704114,628366
',645548
5059340143378,634706
5059340143408,634699
5059340143460,634702
5059340143422,634700
5059340143477,634703
5059340143446,634701
5052931472321,622928
5052931472338,622931
5052931472345,622929
5052931472352,622930
5059340143385,634707
5057741183740,632940
5904941601980,631080
5904941603656,631076
5904941603632,631078
5904941603649,631077
5904941602239,618877
5904941602260,618880
5904941602291,618883
5904941602536,631079
5904941602628,603715
5904941604028,633292
5904941603083,623684
5904941602642,603717
5904941603670,631074
5904941603663,631075
5904941603021,623683
5904941603052,623682
5904941605704,636381
5400182890447,616371
5400182971542,631071
5400182890560,616372
5400182971566,631072
5400182890584,616373
5400182890591,616374
5400182890607,631073
5902490779204,635924
5902490773493,635869
5902490776081,635900
3165140571142,646018
3165140441520,631939
3165140668187,631940
3165140717755,631937
3165140772020,623138
3165140923194,631938
5901694461663,624123
5052931554065,623721
5052931472314,622927
5052931573974,623937
5059340143514,634704
5059340143569,634705
5057741183733,632939
5057741183726,632938
5906083060465,634257
5906083060519,635832
5400182699750,645945
5400182699767,645946
5400182794400,646025
5400182794417,646026
8032706108508,631531
5904941603908,633290
5904941603922,633291
5904941602024,617299
5904941602055,617300
5904941602185,618821
5904941602192,618822
5904941602215,618824
5904941602321,618886
5904941602659,603718
5904941602987,623691
5904941602406,603810
5904941602437,603537
5904941605469,635493
5904941605476,635494
8032706103619,613005
8032706103640,613004
5902490739031,635933
5902490770751,635960
5902490729278,635926
3165140349369,604952
3165140747059,631936
3165140941754,631934
3165140941761,631935
7391736016810,623089
5907553504441,624132
5907553504458,624133
5907553504465,624134
5907553504472,624135
5907553504489,624136
5907553504496,624137
5907553504502,624138
5907553504519,624139
5907553504526,624140
5907553504533,624141
5907553504540,624142
5907553504557,624143
5901694461571,622904
5901694461588,622905
5901694461595,622906
5901694464251,633200
5901694462424,624119
5901694462431,624120
5901694462448,624122
5036581094201,634045
3663602942344,626994
5052931573998,623934
5052931574018,623930
5052931574001,623931
5059340145310,634686
5400182218418,631081
5400591018722,631114
5400591018746,631115
5400591018753,631219
5400591018777,631116
5052931573981,623936
5400182506133,631761
5400182187707,631758
5400182187745,631759
5400182187752,631760
5400182626206,631762
5907803147411,624869
5904941602864,622529
5904941600655,612409
5904941601997,617296
5904941602246,618878
5904941602277,618881
5904941602857,620828
5400182021759,622532
5904941605452,635484
5904941602086,618620
5904941602017,617298
5904941602253,618879
5904941602284,618882
5904941602529,603536
2000006455499,645549
4016153549392,635863
5902490754775,631706
5902490754805,631707
5902490724020,631702
5902490712997,631700
5902490727625,631703
5902490727618,631704
5907510487855,631705
5902490723917,631701
5902490726529,635850
5902490773400,635928
5907510487633,628373
5907510487626,628374
5907510487923,635862
5902490726048,635840
5907510487930,628369
5907510487862,628367
5907510487954,628370
5907510487886,628368
5902490700000,628371
5902067852583,628372
5902490724136,635841
5901252003670,645547
5903383010862,621042
2000006455468,645546
5901694463674,633199
5901694462462,624125
5901694462479,624127
5901694462509,624130
5906715704248,633675
5907806230226,626626
4016153559049,620834
4016153100067,645599
4016153100050,645598
5901797904029,622200
8712418258486,616464
5907806230776,626624
5907806230783,628386
5907806230950,624905
5907806230967,624906
5907731334006,600901
4002829251591,645591
4002829251607,645592
4016153559087,635096
4016153559094,635098
5900607533503,645593
7391736010238,645523
8712418258493,616462
5901797903985,622199
5901797904012,622652
5901797904005,622653
5905620029651,633676
5905620029668,633677
5907806230004,624907
5907806230011,625004
5907806230615,626625
5905620013612,620736
5901828110818,620827
5905620013346,623205
5901001767334,645506
5902110069098,623405
4002829249598,609592
5906083780301,616414
5904941602826,607388
5904941602222,618859
5400182822448,645511
5400182031451,607387
5904941602338,603291
5420035800355,616301
5420035800485,617637
5900607535057,645597
5901797906092,622651
8712418264913,617935
7393081510777,622629
3663602940074,623716
3663602627821,629476
3663602939993,626933
3663602940005,626934
3663602627838,629468
3663602940012,626935
5059340124322,634208
5059340124308,634209
5059340124261,634210
4002829466537,645180
88381671019,631771
5902067851517,622648
5907510483512,629601
5902490742352,632966
5902490749887,632958
5902067851302,636317
8008984840638,635635
3165140824309,626998
3663602939948,622644
5059340239989,636412
5059340239941,636047
5059340239996,636176
5059340240008,636181
5059340240015,636184
3663602939764,626960
3663602939801,622476
3663602939825,623713
3663602939757,626992
4059952614489,637419
3165140961769,637418
3165140689090,627308
3165140942898,631941
3165140943109,631100
3663602939986,626975
3663602939979,626932
3663602939795,626995
5059340240053,636415
3663602418269,630780
3663602939849,627002
3663602418252,630779
3165140942911,631101
5052931103492,603733
5907510481839,624007
5907510481792,624006
5900607536924,637242
5900607536931,637243
2000006401281,640128
7391736967679,620536
5052931409860,622462
3663602940104,620780
3663602940166,626936
3663602940173,622461
3663602940272,623712
3663602940234,631386
3165140825788,627311
4059952570808,635811
3165140901536,627312
3165140830409,627313
5059340124353,634211
7393081516298,602575
3663602940302,626977
3663602940289,624027
5059340124377,634207
8008984840706,635630
3663602627623,629520
3663602940197,627001
3165140630627,629540
3165140560238,629541
3663602939283,626991
3663602939276,624035
3663602962274,623959
5052931027149,620173
3663602939443,622472
5059340240329,636170
5059340240336,636171
5059340240343,636172
5059340240350,636173
5059340240404,636416
3663602939344,622468
5036581058494,632467
5059340069982,633202
3663602939337,626958
5059340240305,636395
3663602939375,626959
5059340240312,636396
3663602939382,622469
5036581058500,632468
3663602939405,622471
5036581058517,632469
6924328394334,634966
5902067856239,632968
5900607538812,636550
3165140897846,627136
3165140852197,633556
3165140897853,626999
3165140981323,631932
4059952526751,635806
4059952594798,635808
7391736299145,627236
3663602423270,630782
5059340124537,634215
3663602939528,626980
5059340124551,634222
5059340359427,636824
5902490742314,632963
8008984848504,635629
',645543
',645555
3663602939580,626983
5059340124483,634218
5059340124445,634220
5059340124438,634221
5059340051352,632972
3663602423287,630783
3663602423249,630805
3663602423263,630807
3663602939573,626982
5059340124513,634216
3663602939542,623752
5059340124506,634217
3663602939610,626985
5059340124469,634219
5059340261799,636519
5059340124544,634223
5059340124414,634212
5059340124384,634213
5059340124391,634214
4002829768822,631407
88381826631,631406
5902490742321,632964
5902490743854,635094
5902490742338,632965
5902490743847,635093
5902490749993,632962
2000006459992,645999
8008984836655,633471
8008984857322,637066
',645544
2000006451262,645126
',645542
',645666
6924328307594,629100
3663602418238,630777
3663602418627,630781
6924328320036,630815
5059340239965,636179
5059340240060,636174
5036581058524,632470
5059340145303,634685
5059340240411,636994
5059340240428,636177
5059340240442,636178
5036581058531,632471
5036581058548,632472
5036581058470,632465
5036581058487,632466
5036581058555,632895
6947372578246,633298
6947372519959,633296
6947372578192,633297
6924328308508,633294
6924328316152,633295
6924328322641,631710
6943475852955,634687
6924328322665,631709
6924328322672,631711
6924328328681,633225
6924328322689,631708
6947372521242,634967
6924328323501,634969
6924328303350,634970
6924328326052,634968
6924328316800,636194
6924328319986,631385
3663602418245,630778
3663602418634,630808
6924328319962,630813
6924328320012,630814
5059340058054,632906
5059340058061,632907
4059952511962,635809
4059952566931,635810
3165140952309,631102
4059952526935,635807
4059952505510,633222
4008423891799,631772
4008423891782,635824
4008423854978,631773
7393089103261,622637
7391736227940,627788
7391883229507,629639
8008984836044,632973
8008984835894,632975
8008984856707,637434
8008984851856,637065
8008984835870,632974
8008984848405,635631
8008984856691,637435
8008984856677,637064
2000006455451,645545
3663602942337,630977
5400591018814,629614
3663602627500,629480
3663602627685,629473
5052931239061,606696
3663602627494,629463
5400182232520,629612
5400591018708,629613
3663602627678,629472
3663602627395,629451
3663602627388,629450
6943475867973,634973
6924328338505,634974
3663602627418,629459
3663602627470,629462
3663602627432,629460
3663602627456,629461
3663602461982,631776
6924328394518,634976
88381660822,631408
2000006990549,699054
5902067855911,629529
5902067855928,629530
5900607539697,636813
4059952518879,635820
3663602627555,629538
3663602627524,629452
3663602627579,629455
7391736544795,629470
3663602627548,629453
3663602627562,629454
3663602497110,631790
5059340141336,634683
5059340141343,634684
3663602627517,629536
3663602627531,629537
3663602627593,629456
4002829818916,622655
5907510489507,635625
5907510489934,629953
5907510489682,629533
5907510489835,629534
5902490749931,632960
5902490749948,632961
2000006990563,699056
7391736142922,623960
7391736156288,629641
8008984848030,635632
5057741152029,631125
5057741040647,629477
5057741152012,631124
5902490740679,634688
5901828850806,655570
5901828850813,655571
5901828850820,655572
5901828850868,655642
5901828850875,655643
5901828850882,655644
5412298385328,631465
5412298385335,631466
5906489905957,601265
3663602731009,629301
3663602731344,629302
5905620011687,608167
2000006081681,608168
5905620013650,621001
5905620013667,621038
5905620014992,626694
5905620015005,626695
8413246190442,608171
2000006081728,608172
5701974329238,608119
2000006081209,608120
5905620012905,620287
2000006203090,620309
5905620012912,620288
2000006203106,620310
5905620012943,620291
2000006203137,620313
5905620012950,620292
2000006203144,620314
5905620012974,620294
2000006203168,620316
5905620012981,620295
2000006203175,620317
5905620014190,655609
2000006556103,655610
5905620014206,655613
2000006556141,655614
5905620014237,655631
2000006556325,655632
5904092900437,655633
2000006556349,655634
',636393
5059340583266,637062
',636394
5059340583273,637063
5902360114753,629426
5902360114760,629427
3663602729945,629342
3663602730125,629341
5903427777850,618630
5900652456116,615696
5902360133365,635381
3663602730057,602498
3663602730118,602904
3663602730071,614416
3663602730088,614649
3663602730064,615698
3663602730101,621435
5412298342864,655122
5412298355161,630747
5412298359930,631390
5412298366068,631389
5412298368024,621425
5412298371895,630745
5412298371901,630746
5412298375466,630748
5412298383683,631388
5412298385519,633465
5412298387896,632600
5412298375206,635559
5412298385526,635565
5412298385540,635570
5412298385816,635571
5412298385533,635586
5901891479362,627262
5901891477139,624362
5902360114142,629429
5901891477078,624353
5901891477085,624355
5901891477054,624351
5901891477061,624352
5901891477092,624358
5901891477108,624359
5901891477115,624360
5901891477122,624361
5903641450287,635479
5903641450294,635481
5903641450300,635482
5903641450317,635483
3663602729549,623741
3663602729570,628865
3663602729563,628866
3663602730835,628868
3663602730927,628874
3663602730897,628872
3663602730842,628869
3663602730934,628875
3663602730903,628873
3663602730859,628870
3663602730941,628876
3663602730866,628871
3663602730958,628877
5901122312727,633267
5901122312734,633268
5903641458580,635828
5903641458597,635829
5903641458603,635830
5903641458610,635831
3663602730460,628827
3663602730538,628830
3663602730545,628831
3663602730163,628803
3663602730170,628804
3663602730187,628805
3663602730262,628810
3663602730279,628811
3663602730286,628812
3663602730293,628813
3663602730330,628817
3663602730347,628818
3663602730354,628819
3663602730361,628820
3663602730477,628828
3663602730552,628832
3663602730194,628806
5902360113893,629428
5412298366143,602505
5412298366150,614080
5412298366167,614081
5412298366129,614078
5412298366044,602500
5412298366037,602504
5412298372113,633466
5412298391008,635585
5412298366136,614079
5412298390988,635582
5412298372106,635583
5412298386004,635587
5900652453894,603420
5900652453887,603142
5900652450565,634902
5903641450270,635478
3663602943372,631062
3663602730408,628824
3663602729235,628790
3663602729242,628791
3663602729259,628792
3663602729266,628793
3663602730200,628807
3663602730217,628808
3663602730224,628809
3663602730309,628814
3663602730316,628815
3663602730323,628816
3663602730378,628821
3663602730385,628822
3663602730392,628823
3663602730415,628825
3663602730491,628829
3663602730743,628833
5908297538495,627731
5908297538464,627732
5908297538457,627730
5908297536101,607390
5908297536125,607409
5908297536118,607403
3663602225195,623903
5902360114159,630212
5903427771384,623189
5903427771377,623188
5903427770912,624316
5903427770974,624317
5903427749017,626496
5903427749031,626497
5903427775863,624315
5903427740533,620595
5903427749956,621368
2000006220158,622015
5900652459216,620219
5901891471113,622047
5903641457897,635636
5903641457903,635637
5903641457910,635641
3663602731047,623732
3663602731030,628835
3663602731375,628843
5902360106727,627559
5902360122826,631323
5902360122833,631324
5902360122840,631325
5902360123113,631342
5903427773555,624284
5903427775474,624475
5903427775757,624273
5902360129610,634983
5902360129627,634984
5902360129863,635001
5902360129870,635002
5903427742742,602886
5903427744197,621332
2000006556561,655656
5900652450008,628306
5900652450015,628307
5901891479287,627254
5901891479270,627253
5901891476941,624339
5901891476934,624338
5900652459490,621323
5900652459438,621390
5901891473131,622846
5900652450206,629028
5900652450169,629029
5900652458318,630766
5900652458301,630768
5901122311171,631294
5901122311218,631305
5903641450089,634728
5903641450171,634729
5903641450263,634730
2000006556547,655654
5902360131866,635673
5902360131873,635674
5902360131880,635675
5902360131897,635676
5902360131903,636319
5902360131910,636318
5902360131927,636321
5902360131934,636320
5902360119741,635022
5902360119758,635023
5902360133129,635028
5902360134638,635723
5902360134645,635724
5902360134652,635725
5902360134669,635726
5902360134676,635727
5902360134683,635728
5902360134690,635763
5902360134706,635733
5902360134713,635734
5902360134737,635735
5902360134744,635736
5902360134751,635737
5902360134768,635738
5902360134775,635739
5902360134782,635740
5902360134799,635741
5902360134805,635750
5902360134812,635742
5902360134829,635743
5902360134836,635744
5902360134843,635745
5902360134850,635746
5902360134867,635747
5902360103313,624793
5902360103320,624792
5902360103337,622025
5902360103344,621336
5902360103351,621337
5902360103368,621338
5902360103535,624279
5902360103542,624278
5902360103559,624277
5902360103740,602887
5902360104853,624287
5902360104877,624289
5902360104884,624288
5902360122918,631328
5902360122925,631329
5902360122932,631330
5902360122949,631331
5902360122956,631332
5902360122963,631333
5902360127586,633487
5902360127609,633489
5902360127616,633490
5902360127623,633491
5902360127630,633492
5902360127647,633493
5902360127654,633494
5902360127661,633495
5902360127678,633496
5902360127685,633497
5902360127692,633498
5903427745446,623146
5903427745439,623147
5903427773647,624290
5903427773654,624848
5903427773661,624291
5903427773678,624849
5903427775795,624280
5903427775801,624283
5903427775818,624844
5903427775825,624845
5903427778741,624794
5903427778758,624795
5902360129467,634994
5902360129474,634993
5902360129481,634992
5902360129498,634989
5902360129504,634990
5902360129511,634991
5902360129566,634995
5902360129573,634996
5902360129580,634997
5902360129597,634998
5902360129603,634999
5902360129634,635000
5902360129641,635013
5902360129658,635012
5902360129665,635011
5902360129702,635008
5902360129719,635009
5902360129726,635010
5902360129825,635024
5902360129832,635025
5902360129849,635026
5902360129856,635027
5903427744326,621339
5903427744371,621340
5902360134874,635748
5901891479300,627256
5901891479256,627251
5901891479263,627252
5901891479478,627725
5901891479294,627255
5901891476965,624341
5901891476972,624342
5901891476989,624343
5901891476927,624337
5901891476873,624332
5901891476910,624336
5901891476880,624333
5901891476897,624334
5901891476903,624335
5900652450657,616486
5901891470895,621326
5900652459469,621327
5900652459391,621386
5900652459407,621387
5901891473100,622850
5901891478617,624852
5901891478624,624853
5901891478631,624854
5901891478648,624855
5901891478655,624856
5901891478662,624857
5901891478679,624858
5900652450091,629018
5900652450107,629019
5900652450114,629020
5900652450121,629021
5900652450138,629022
5900652450183,629023
5900652450145,629024
5900652450190,629025
5900652458257,630757
5900652458264,630758
5900652458271,630759
5900652458288,630760
5900652458325,630761
5900652458332,630762
5900652458349,630763
5900652458356,630764
5901122311072,631297
5901122311089,631298
5901122311034,631299
5901122311096,631300
5901122311195,631301
5901122311201,631302
5901122311102,631303
5901122311119,631304
5901122311126,631308
5901122311133,631309
5901122311058,631310
5901122311140,631311
5901122311232,631312
5901122311249,631313
5901122311157,631314
5901122311164,631315
5903641450003,634731
5903641450010,634732
5903641450027,634733
5903641450034,634734
5903641450041,634735
5903641450058,634736
5903641450096,634739
5903641450102,634740
5903641450119,634741
5903641450126,634742
5903641450133,634743
5903641450140,634744
5903641450188,634747
5903641450195,634748
5903641450201,634749
5903641450218,634750
5903641450225,634751
5903641450232,634752
5903641450362,634919
5903641450379,634920
5903641450386,634921
5903641450393,634922
5903641450409,634923
5903641450416,634924
5903641450423,634925
5903641450430,634926
5903641450447,634927
5903641450454,634928
5903641450461,634929
5903641450478,634930
5903641450485,634931
5903641450492,634932
5903641450508,634933
5903641450515,634934
5903641450522,634935
5903641450539,634936
5903641450546,634937
5903641450553,634938
5903641450560,634939
5903641450577,634940
5903641450584,634941
5903641450591,634942
5903641450607,634943
5903641450614,634944
5903641450621,634945
5903641450638,634946
5903641450645,634947
5903641450652,634948
5903641450669,634949
5903641450676,634950
5903641450690,634951
5903641450706,634952
5903641450713,634953
5903641450720,634954
5903641450737,634955
5903641450744,634956
5903641450751,634957
5903641450768,634958
5903641450775,634959
5903641450782,634960
5903641450799,634961
5903641450805,634962
5903641452410,635159
5903641452427,635160
5903641452434,635165
5903641452441,635168
5903641452458,635169
5903641452465,635170
5903641452472,635172
5903641452489,635175
5903641452502,635178
5903641452519,635179
5903641452526,635180
5903641452533,635181
5903641452540,635184
5903641452557,635185
5903641452564,635186
5903641452571,635188
5903641452588,635189
5903641452595,635190
5903641452618,635192
5903641452625,635193
5903641452632,635194
5903641452649,635195
5903641452656,635196
5903641452663,635197
5903641452670,635198
5903641452687,635199
5903641452694,635204
5903641452700,635205
5903641452724,635225
5903641452731,635226
5903641452748,635227
5903641452755,635228
5903641452762,635229
5903641452779,635230
5903641452786,635231
5903641452793,635232
5903641452809,635233
5903641452816,635234
5903641452847,635238
5903641452854,635239
5903641452861,635240
5903641452878,635241
5903641452885,635242
